geneid	chr	left	right
AC020916.8-201	chr19	13924304	13933254
AC020916.8-202	chr19	13811526	13811921
AC020917.4	chr19	16329998	16330138
AC020922.9	chr19	60516039	60537228
AC020928.7	chr19	41931454	41955556
AC020931.6-201	chr19	10013032	10045811
AC020931.6-202	chr19	10078071	10086414
AC020937.6	chr5	78331972	78332609
AC020987.8	chr8	71755848	71809213
AC021016.5-202	chr2	218858915	218862110
AC021016.5-204	chr2	218847217	218847647
AC021054.28	chr12	622409	625305
AC021066.37	chr12	50932079	50938438
AC021087.5	chr5	244618	248468
AC021089.4	chr16	20277998	20323560
AC021097.5	chr7	150560518	150566838
AC021106.6	chr4	37550038	37650767
AC021107.3	chrY	22154874	22165940
AC021146.7	chr4	69905135	70115054
AC021171.6	chr2	28092181	28092853
AC021188.6	chr2	96527112	96534809
AC021218.2	chr7	155448090	155451798
AC021224.7	chr18	28245469	28247165
AC021317.19-201	chr17	33605602	33675352
AC021317.19-202	chr17	33591517	33607593
AC021427.10	chr11	7751013	7751771
AC021534.1	chr17	74597022	74990275
AC021593.15	chr17	73615080	73619475
AC021755.9	chr15	38118804	38146783
AC022007.5-201	chr3	10003595	10021928
AC022007.5-202	chr3	10032099	10043049
AC022007.5-203	chr3	10023102	10027779
AC022026.7	chr10	75800906	75802180
AC022098.9-201	chr19	14044821	14046873
AC022098.9-202	chr19	14025945	14027264
AC022100.7	chr5	148941328	148994720
AC022101.4	chr5	121800093	121842681
AC022106.5	chr5	150290297	150302511
AC022137.6-201	chr19	58627067	58637941
AC022137.6-202	chr19	58644449	58645397
AC022143.7	chr19	39776187	39779341
AC022145.8	chr19	22832194	22833107
AC022148.6	chr19	42728213	42731913
AC022150.6-201	chr19	57898675	57930109
AC022150.6-202	chr19	57814002	57814740
AC022167.7	chr16	8883567	8886653
AC022211.5	chr17	70643489	70662207
AC022382.4	chr3	9837220	9845693
AC022400.9	chr10	75240456	75241549
AC022413.4	chr5	180208398	180210585
AC022415.5	chr19	12064151	12071475
AC022463.5	chr4	36923121	37117422
AC022498.18	chr3	189379637	189380683
AC022596.9-201	chr17	16684780	16689922
AC022596.9-202	chr17	16694058	16694504
AC022692.11	chr15	98073429	98091172
AC022762.8	chr11	6129582	6130394
AC022882.5	chr11	55734925	55735632
AC022893.6	chr8	74141809	74198514
AC023024.6	chr15	99628737	99635223
AC023050.36	chr12	31835960	31836367
AC023055.40-201	chr12	54510905	54516295
AC023055.40-203	chr12	54514203	54516295
AC023055.40-204	chr12	54509796	54516295
AC023156.5	chr4	64826018	64957773
AC023274.2	chrY	24745502	24747364
AC023283.10	chr10	118608535	118661287
AC023300.19	chr15	72296666	72300722
AC023469.6	chr2	151565980	151613534
AC023490.5	chr22	18705666	18722955
AC023510.16	chr12	25098108	25098326
AC023598.30	chr3	130015430	130016098
AC023632.1	chr8	95512564	95556466
AC023632.19	chr8	95627947	95629806
AC023644.6	chr8	82599836	82606105
AC023830.9	chr16	4546492	4565480
AC023886.7	chr4	113679949	113728256
AC024032.5	chr4	140406767	140420942
AC024075.4	chr19	16618405	16631941
AC024132.7	chr4	26818225	26829124
AC024218.17	chr3	95708300	95709154
AC024270.6	chr15	81597934	81667774
AC024361.21	chr17	78267895	78279142
AC024405.6	chr11	50324894	50336379
AC024474.8	chr15	27199749	27276047
AC024558.21	chr3	127773315	127810088
AC024559.15	chr3	195157857	195204142
AC024575.6-201	chr19	11327107	11337372
AC024575.6-202	chr19	11316357	11326619
AC024580.6	chr19	61353266	61354810
AC024592.5	chr19	5842287	5854797
AC024651.13	chr15	96218061	96218784
AC024935.34	chr12	39181039	39214853
AC024937.21-201	chr3	197174603	197201530
AC024937.21-203	chr3	197171055	197173943
AC024940.39	chr12	31368690	31369899
AC024941.30	chr12	87438205	87444541
AC025016.8	chr11	5944983	5946096
AC025165.27	chr12	56374153	56401605
AC025171.8	chr5	43077952	43081249
AC025178.8	chr5	32184855	32185484
AC025181.8	chr5	32245527	32274514
AC025260.29-202	chr12	92425765	92435905
AC025260.29-203	chr12	92425013	92559510
AC025278.5	chr19	6969982	6972443
AC025279.6	chr16	29210161	29250122
AC025283.6	chr16	3372120	3373699
AC025287.8	chr16	74285829	74291521
AC025370.12	chr8	104247333	104380152
AC025449.6	chr5	37241214	37283557
AC025594.5	chr7	128289741	128308213
AC025861.3	chrNT_113912	33219	143176
AC025917.8	chr15	50626724	50648505
AC026100.19	chr3	99188217	99236521
AC026120.33	chr12	55603205	55614456
AC026130.15	chr17	8234752	8241869
AC026150.7	chr15	28690363	28690869
AC026250.16	chr11	9642204	9731084
AC026283.2-201	chrNT_113871	23792	24457
AC026283.2-202	chrNT_113871	189516	190986
AC026283.2-203	chrNT_113871	164829	177781
AC026283.2-204	chrNT_113871	111575	116940
AC026283.2-205	chrNT_113871	76433	80091
AC026283.2-206	chrNT_113871	53817	60624
AC026283.2-207	chrNT_113871	135071	158910
AC026283.2-208	chrNT_113871	97008	101084
AC026283.2-209	chrNT_113871	71768	74882
AC026283.2-210	chrNT_113871	24885	27778
AC026410.5	chr5	79631253	79631912
AC026412.4	chr5	1681814	1687105
AC026461.11	chr16	55253649	55254246
AC026468.4	chr16	68542311	68555388
AC026698.6	chr5	81714520	81718091
AC026713.5	chr5	38973779	39110260
AC026740.6-201	chr5	786905	809253
AC026740.6-202	chr5	848874	849592
AC026748.7	chr5	1446642	1447123
AC026786.5	chr12	132206974	132208490
AC026790.5	chr5	17222365	17270508
AC026900.3	chrNT_113872	169895	176054
AC026954.14	chr17	7159677	7173362
AC027045.21	chr17	9646605	9666128
AC027176.22	chr15	88245111	88256923
AC027228.16	chr15	76586961	76613064
AC027277.5	chr16	10529936	10534118
AC027309.3	chr5	172000881	172046533
AC027369.8-201	chr11	48988325	48992744
AC027369.8-202	chr11	48879811	48880047
AC027369.8-203	chr11	48953644	48959823
AC027612.6-201	chr2	91206673	91211725
AC027612.6-203	chr2	91197159	91197515
AC027612.6-204	chr2	91042814	91318999
AC027674.10	chr10	50177193	50205538
AC027763.2	chr17	6829166	6856377
AC027801.10	chr17	45278271	45281198
AC032044.28	chr17	1120603	1121504
AC034139.7	chr4	77453216	77547482
AC034193.5	chr3	10132353	10143613
AC034199.6	chr5	169668283	169672298
AC034236.1	chr5	115326170	115391199
AC036111.7	chr11	55279056	55280009
AC037482.14-202	chrNT_113931	26371	26718
AC037482.14-204	chrNT_113931	87342	94140
AC037482.14-206	chrNT_113931	134604	135303
AC037482.14-207	chrNT_113931	128851	129542
AC037482.14-208	chrNT_113931	119623	120213
AC037482.14-209	chrNT_113931	81472	81858
AC037482.14-210	chrNT_113931	73423	73809
AC037482.14-211	chrNT_113931	68542	69391
AC037482.14-212	chrNT_113931	62755	63517
AC037482.14-213	chrNT_113931	30603	31488
AC037482.14-214	chrNT_113931	10022	11196
AC037482.14-215	chrNT_113931	4229	5305
AC037482.14-216	chrNT_113931	161845	170320
AC037482.14-217	chrNT_113931	144459	151021
AC037487.12-201	chr17	60394698	60401630
AC037487.12-202	chr17	60394618	60402156
AC040970.7	chr8	142236682	142255547
AC040977.10	chr17	6856652	6858479
AC040980.1	chr17	71486896	71508262
AC044802.7	chr16	65471937	65479356
AC044839.16	chr11	45749559	45750484
AC044860.11-201	chr15	83552817	83578962
AC044860.11-202	chr15	83538710	83540032
AC044860.11-203	chr15	83584678	83589583
AC046134.8	chr3	140784460	140785035
AC048382.7-201	chr15	82854142	82861020
AC048382.7-202	chr15	82871431	82915030
AC051635.7	chr18	43011492	43029552
AC051642.5	chr8	23488112	23492249
AC051649.21	chr11	1953072	1956250
AC051663.9	chrY	8208239	8210243
AC055715.13	chr12	51289902	51295356
AC055717.36	chr12	129084274	129092840
AC055733.16	chr3	132070406	132070780
AC055839.9	chr17	5343483	5345189
AC055876.16	chr15	26748946	26756608
AC060812.15	chr11	3606503	3615365
AC060834.8	chr7	9732395	9734440
AC061705.16	chr3	185431011	185441034
AC062017.6	chr2	239988067	239988988
AC062028.6	chr2	11157428	11189753
AC063977.6-201	chr19	56506914	56525420
AC063977.6-202	chr19	56452776	56464394
AC063977.6-203	chr19	56527636	56535219
AC064799.6	chr15	69408385	69421130
AC064829.6	chrY	8552794	8559451
AC064836.1	chr2	202838760	202876627
AC064843.5	chr2	159369056	159427538
AC064852.4	chr2	233327632	233345720
AC064872.3	chr2	78493182	78622697
AC064874.4-201	chr2	236337827	236338671
AC064874.4-202	chr2	236347238	236349177
AC067904.14	chr8	26924108	26925580
AC068020.7-201	chr8	8123537	8132176
AC068020.7-202	chr8	8135301	8139794
AC068152.11	chr17	42480430	42483361
AC068228.8	chr8	124282593	124284164
AC068338.14-201	chr15	73337952	73349593
AC068338.14-202	chr15	73369834	73370721
AC068338.14-205	chr15	73380904	73382340
AC068353.34	chr8	8212676	8276667
AC068491.4	chr2	111903370	111969088
AC068499.1	chr19	18165040	18168552
AC068533.6	chr7	65216341	65256986
AC068533.7	chr7	65217240	65256986
AC068580.3	chr11	1710216	1728397
AC068584.11	chr17	78379018	78379848
AC068587.16	chr8	12338997	12468794
AC068620.5	chr4	56731118	56891647
AC068775.52	chr12	10549769	10567000
AC068831.17	chr15	89375985	89376671
AC069029.9	chr15	97327166	97366314
AC069063.22	chr3	116322505	116323123
AC069154.5	chr2	120018513	120130706
AC069234.35-201	chr12	119685419	119826534
AC069234.35-202	chr12	119685588	119686150
AC069235.23	chr12	125793235	125796735
AC069236.27	chr3	151803813	151828855
AC069257.28	chr3	197427780	197444696
AC069281.6-201	chr7	100002657	100005961
AC069281.6-202	chr7	100007791	100009717
AC069282.6-201	chr7	47970308	47985771
AC069282.6-202	chr7	47801414	47825967
AC069287.7-201	chr11	117926	119388
AC069287.7-203	chr11	192926	197391
AC069387.8	chr2	79217268	79219061
AC069513.28-201	chr3	196912000	196924416
AC069513.28-202	chr3	196900191	196900773
AC069525.16	chr3	140245364	140246152
AC073063.12	chr7	98878488	98878683
AC073065.6	chr2	228443080	228443726
AC073072.11	chr7	22731541	22733760
AC073082.6	chr2	48610026	48612560
AC073135.3-202	chr3	199268805	199291939
AC073135.3-203	chr3	199268805	199291939
AC073263.5-201	chr2	74272025	74272135
AC073263.5-202	chr2	74215107	74216029
AC073333.5	chr7	16795391	16795771
AC073346.12	chr7	112544018	112545845
AC073347.3	chr7	55505801	55607694
AC073349.11	chr7	63986341	63987913
AC073464.5-201	chr2	94840534	94847273
AC073464.5-202	chr2	94825277	94835923
AC073468.9	chr7	98613385	98643025
AC073476.6	chr2	232382441	232385441
AC073487.34	chr12	54437325	54497773
AC073517.6	chr7	101791064	101854125
AC073548.5	chr19	52605072	52608585
AC073574.11	chr12	16233869	16316967
AC073585.8-201	chr10	124573184	124602708
AC073585.8-202	chr10	124643966	124644268
AC073624.1	chr17	74526886	74535278
AC073624.28	chr17	74582614	74596276
AC073657.5	chr15	39850326	39852062
AC073841.9	chr7	72345440	72348855
AC073842.5-201	chr7	99636219	99707766
AC073842.5-202	chr7	99562253	99564056
AC073957.7	chr7	1055838	1058175
AC073995.6-201	chr2	95868247	95884852
AC073995.6-202	chr2	95905442	95956704
AC074091.13	chr2	27783134	27792103
AC074143.5	chr16	65767010	65775384
AC074378.4	chr4	68924567	68924964
AC074389.6	chr7	1698972	1700487
AC074397.7	chr7	53070859	53071749
AC078797.20	chr3	185538047	185541942
AC078802.14	chr3	170967407	170970377
AC078899.1	chr19	20229529	20231227
AC078925.18	chr12	130080174	130080722
AC078927.20	chr12	64817884	64824032
AC078953.20	chr3	172992274	173010408
AC079031.39	chr12	131596273	131598605
AC079036.44-201	chrNT_113962	122932	123598
AC079036.44-202	chrNT_113962	46059	46577
AC079036.44-203	chrNT_113962	28825	29343
AC079061.8	chr8	110655593	110733798
AC079065.8	chr8	61622157	61624168
AC079140.6	chr4	254554	255716
AC079305.6-201	chr2	177803285	177837663
AC079305.6-203	chr2	177856484	177965661
AC079315.30	chr12	122977701	122985484
AC079337.5	chr2	97810095	97811241
AC079354.4-201	chr2	202646257	202727724
AC079354.4-203	chr2	202686594	202690026
AC079355.6-201	chr7	62855792	62865099
AC079355.6-202	chr7	62863783	62864858
AC079383.17	chrX	13581146	13591701
AC079586.6	chr2	129716224	129747891
AC079610.4	chr2	213849521	213857174
AC079611.6	chr2	237086580	237141739
AC079612.1	chr2	240164932	240172725
AC079753.7	chr2	113327324	113327850
AC079754.4	chr2	96672201	96684362
AC079770.7	chr2	6029435	6030032
AC079776.5-202	chr2	130396906	130399804
AC079776.5-203	chr2	130466923	130468083
AC079923.5	chr2	6786783	6797273
AC080013.17	chr3	159940900	159943998
AC083841.9	chr8	143849617	143855746
AC083864.2	chr7	36085219	36091865
AC083899.6	chr2	87253693	87277489
AC083906.23	chr3	131299317	131313005
AC083928.11	chr8	67676502	67688034
AC084017.14	chr3	165202079	165202974
AC084018.28-201	chr12	120699393	120702935
AC084018.28-202	chr12	120718106	120718831
AC084018.28-203	chr12	120691152	120691865
AC084123.9	chr8	128875961	128893866
AC084125.9-201	chr8	145725371	145804869
AC084125.9-202	chr8	145646123	145653832
AC084198.31	chr3	102877964	102879121
AC084199.28	chr12	102832886	102847951
AC084208.5	chr2	130277552	130280826
AC084398.25-201	chr12	100795236	100841530
AC084398.25-202	chr12	100825210	100830939
AC084851.2-201	chr11	49006985	49016157
AC084851.2-202	chr11	49031860	49037240
AC084851.2-203	chr11	49027722	49028287
AC087065.4-201	chrNT_113960	27813	30402
AC087065.4-202	chrNT_113960	18050	21207
AC087065.4-203	chrNT_113960	13733	15367
AC087203.12	chr8	12327494	12338223
AC087289.9	chr17	71326491	71329666
AC087294.18	chr17	21082780	21097315
AC087309.10	chr12	21059834	21134446
AC087350.3	chr8	118019645	118025418
AC087365.3-201	chrNT_113932	84834	87508
AC087365.3-202	chrNT_113932	20374	28069
AC087392.10	chr17	602650	605326
AC087482.9	chr15	65123616	65123969
AC087491.2	chr17	35029392	35032292
AC087521.10	chr11	43920716	43922008
AC087623.21	chr8	38487509	38505337
AC087632.10	chr15	62452747	62460665
AC087645.19-201	chr17	73769025	73786168
AC087645.19-202	chr17	73742271	73748662
AC087650.12-202	chr17	38810460	38822096
AC087650.12-203	chr17	38818757	38822095
AC087698.5	chr8	60194562	60196917
AC087749.12-201	chr17	71103976	71128356
AC087749.12-202	chr17	71146109	71149079
AC087749.12-203	chr17	71097148	71101765
AC089987.26	chr12	47239869	47243000
AC089999.20	chr12	112072070	112077684
AC090099.14	chr11	18187408	18191685
AC090103.4	chr8	25856744	25857271
AC090255.4	chr8	82700847	82705924
AC090286.16	chr17	18795665	18798187
AC090453.4	chr8	36780592	36912799
AC090510.4-201	chr15	40766990	40800348
AC090510.4-202	chr15	40655149	40752587
AC090510.4-203	chr15	40798687	40799067
AC090519.3	chr15	42386620	42387253
AC090587.1	chr11	3775718	3804177
AC090616.2	chr17	27492358	27494250
AC090625.5	chr11	35409956	35504155
AC090670.11	chr12	115455610	115457709
AC090673.5	chr12	64535994	64562088
AC090691.16	chr8	597527	599962
AC090734.6	chr15	66859267	66871641
AC090772.9-202	chr18	19963675	19969606
AC090772.9-203	chr18	19950786	19968058
AC090825.5	chr15	98149271	98150645
AC090844.7	chr17	35353259	35354622
AC090921.7	chr8	125274113	125328820
AC090993.5	chr8	34299692	34300702
AC091046.2	chr15	56765871	56767069
AC091047.10	chr8	70567637	70734836
AC091073.3	chr15	47068259	47125922
AC091132.16-201	chr17	40936493	40967414
AC091132.16-202	chr17	40862502	40866902
AC091132.16-203	chr17	40939895	40948305
AC091132.16-204	chr17	40934468	40951047
AC091152.18	chr17	40089366	40108417
AC091167.19	chr15	88638582	88640008
AC091178.7	chr17	34439685	34462984
AC091190.3	chrNT_113903	9607	12778
AC091196.6	chr11	1447269	1465804
AC091271.8	chr17	55129451	55139572
AC091435.3-201	chr5	38856410	38857547
AC091435.3-202	chr5	38848753	38859952
AC091439.5	chr7	45734299	45771955
AC091544.11	chr15	91055981	91057109
AC091654.4	chr7	97683993	97719404
AC091742.5-201	chr7	141517439	141547833
AC091742.5-202	chr7	141458018	141490241
AC091801.1	chr7	3153152	3180813
AC091817.6	chr10	4903865	4924161
AC091842.3	chr5	159753291	159755075
AC091849.2	chr5	1625243	1646257
AC091874.4	chr5	180341879	180342217
AC091934.2	chr5	175952868	175953266
AC091951.3	chr5	7352487	7354545
AC092031.4	chr7	95948874	95970771
AC092040.2	chr3	64039077	64048079
AC092042.2	chr3	42995833	43076707
AC092045.2	chr3	52264016	52287441
AC092058.3	chr3	39484074	39532498
AC092067.2	chr19	19411922	19413018
AC092070.2-201	chr19	58419036	58419949
AC092070.2-202	chr19	58476620	58480012
AC092070.2-203	chr19	58494113	58497194
AC092117.4-201	chr16	2761417	2767298
AC092117.4-202	chr16	2670682	2670873
AC092117.4-203	chr16	2727105	2730806
AC092117.4-204	chr16	2788487	2795134
AC092118.3	chr16	56405185	56408332
AC092142.5	chr16	80588753	80602594
AC092143.4-202	chr16	88508026	88510383
AC092143.4-203	chr16	88564018	88564383
AC092143.4-204	chr16	88566489	88594696
AC092165.4	chr2	233120924	233123546
AC092278.3	chr5	99425834	99431662
AC092291.3	chr16	14472343	14472555
AC092327.4	chr16	84926875	84936786
AC092329.3	chr19	23234603	23237276
AC092364.3	chr19	21630059	21630681
AC092365.3	chr16	12204342	12205019
AC092368.3	chr16	45217817	45218654
AC092373.2	chr5	65527873	65903557
AC092375.4-201	chr16	21715904	21727638
AC092375.4-202	chr16	21822947	21837978
AC092375.4-203	chr16	21753540	21776240
AC092375.4-204	chr16	21800673	21809609
AC092375.4-205	chr16	21814292	21822285
AC092384.5-201	chr16	87534050	87545433
AC092384.5-202	chr16	87457595	87460569
AC092416.3	chr3	68276844	68277473
AC092431.7	chr2	69723955	69724713
AC092436.5	chr4	25358148	25474232
AC092535.4-201	chr4	1179609	1185204
AC092535.4-202	chr4	1098986	1137514
AC092536.3-201	chr7	71677439	71936739
AC092536.3-202	chr7	71677439	71936739
AC092544.4	chr4	151860582	151862080
AC092570.3	chr2	101380255	101457597
AC092610.10	chr7	4805266	4889861
AC092611.3	chr4	152549848	152806069
AC092653.3	chr2	73781437	73781868
AC092656.1-201	chr4	120440939	120445048
AC092656.1-202	chr4	120333376	120353115
AC092664.2	chr2	110326395	110337806
AC092671.2	chr4	102291825	102301288
AC092675.2	chr2	98314284	98316866
AC092811.2	chr1	223495119	223652370
AC092903.11-201	chr3	127118163	127131555
AC092903.11-202	chr3	127130808	127138572
AC092952.4	chr3	192053362	192061350
AC092965.4	chr3	168266278	168267013
AC092981.3	chr3	120495910	120619254
AC092993.3	chr3	158026842	158125738
AC093168.3	chr7	72881478	72882364
AC093230.2	chr19	8668801	8670051
AC093251.2	chr5	75734628	75734972
AC093283.3-201	chr5	73215339	73272768
AC093283.3-202	chr5	72957739	73211774
AC093307.5	chr5	6502088	6545705
AC093310.1	chr5	173405330	173468785
AC093323.3	chr4	6726072	6728674
AC093331.9	chr8	86753787	86753849
AC093376.5	chr7	5312952	5418305
AC093390.4	chr2	1798961	1825686
AC093420.2	chr1	43472581	43492613
AC093458.6	chr7	149200990	149208720
AC093510.2	chr5	89789778	89806341
AC093512.2	chr16	29942156	29943524
AC093520.4	chr16	31250313	31288213
AC093525.3	chr16	2544102	2554644
AC093582.3	chr7	64942477	64944817
AC093638.4	chr7	141182555	141187690
AC093642.5	chr2	242573981	242656206
AC093662.4	chr7	158107731	158108432
AC093668.4	chr7	101907433	102107091
AC093671.3	chr4	141591675	141597360
AC093726.4	chr7	154489710	154494200
AC093726.6	chr7	154351160	154368041
AC093729.2	chr4	91375205	91865206
AC093734.3-201	chr7	1548398	1562592
AC093734.3-202	chr7	1536867	1549204
AC093802.1	chr2	240349491	240389514
AC093802.3	chr2	240291278	240406056
AC093835.3	chr4	148778784	148824764
AC093838.3	chr2	131967133	131995615
AC093844.3	chr4	184479959	184480573
AC093849.2	chr4	174625789	174626004
AC093879.3	chr4	114219937	114355024
AC093909.2	chr4	189896500	189897680
AC094020.2	chr3	46996177	47026197
AC094086.2	chr5	61018466	61038108
AC095040.3	chr4	54136637	54137311
AC095067.4	chr7	47661402	47665351
AC096587.1	chr2	180517848	180580025
AC096659.1	chr4	187157593	187158012
AC096670.1	chr2	111572400	111576126
AC096767.3-202	chr2	89100603	89101327
AC096767.3-208	chr2	89071543	89074426
AC096768.1	chr4	84547525	84596049
AC096768.3	chr4	84618991	84625242
AC096772.3	chr2	208394259	208395738
AC096887.2	chr3	53099055	53099429
AC097370.10	chr17	3003934	3004926
AC097374.3	chr2	94874856	94886721
AC097382.3	chr4	7096057	7110580
AC097458.2	chr2	84371317	84372835
AC097534.3	chr4	174545875	174557192
AC097720.1	chr2	28926196	28946669
AC098484.2	chr1	42701612	42892439
AC098591.4	chr4	39720932	39735214
AC098613.2	chr3	46370364	46377427
AC098791.2	chr19	14875512	14875985
AC098817.3	chr2	82937461	82937757
AC098826.4	chr2	132621950	132635998
AC098850.2	chr17	16642048	16644476
AC098934.3	chr1	201056008	201062962
AC098976.2	chr4	9365669	9365981
AC099489.2	chr16	11443548	11493112
