geneid	chr	left	right
AHCY	chr20	32868076	32899608
AHCYL1	chr1	110527308	110566357
AHCYL2	chr7	128864864	129070052
AHDC1	chr1	27860546	27930102
AHI1	chr6	135604670	135818883
AHNAK	chr11	62201018	62314268
AHNAK2	chr14	105403654	105444694
AHR	chr7	17338246	17385774
AHRR	chr5	304291	438406
AHSA1	chr14	77924373	77935817
AHSA2	chr2	61404664	61418338
AHSG	chr3	186330712	186339107
AHSP	chr16	31539185	31540124
AICDA	chr12	8754762	8765467
AIDA	chr1	222841355	222885866
AIF1	chr6	31582961	31584798
AIF1L	chr9	133971863	133998539
AIFM1	chrX	129263345	129299861
AIFM2	chr10	71857979	71883858
AIFM3	chr22	21319396	21335649
AIG1	chr6	143382013	143661441
AIM1	chr6	106959730	107018326
AIM1L	chr1	26648350	26670576
AIM2	chr1	159033369	159110298
AIMP1	chr4	107236767	107270377
AIMP2	chr7	6048876	6063465
AIP	chr11	67250512	67258574
AIPL1	chr17	6297013	6338399
AIRE	chr21	45705763	45718102
AJAP1	chr1	4715105	4852594
AJUBA	chr14	23440383	23451851
AK1	chr9	130628759	130640022
AK2	chr1	33473585	33502471
AK3	chr9	4711155	4741318
AK4	chr1	65613232	65697828
AK5	chr1	77747736	78025651
AK7	chr14	96858448	96955764
AK8	chr9	135600965	135754164
AK9	chr6	109814059	110012415
AKAP1	chr17	55162551	55198710
AKAP10	chr17	19807615	19881150
AKAP11	chr13	42846289	42897396
AKAP12	chr6	151561134	151679692
AKAP13	chr15	85923946	86292586
AKAP14	chrX	119029800	119054679
AKAP17A	chrX	1710486	1721407
AKAP2	chr9	112542769	112930777
AKAP3	chr12	4724674	4758213
AKAP4	chrX	49955406	49965664
AKAP5	chr14	64932217	64941221
AKAP6	chr14	32798479	33300567
AKAP7	chr6	131456806	131604675
AKAP8	chr19	15464196	15490603
AKAP8L	chr19	15490859	15529865
AKAP9	chr7	91570181	91739987
AKIP1	chr11	8932686	8941631
AKIRIN1	chr1	39456895	39471731
AKIRIN2	chr6	88384790	88411927
AKNA	chr9	117096436	117156685
AKNAD1	chr1	109365461	109506106
AKR1A1	chr1	46016215	46035721
AKR1B1	chr7	134127102	134143894
AKR1B10	chr7	134212344	134226160
AKR1B15	chr7	134233888	134264627
AKR1C1	chr10	4934796	5020142
AKR1C2	chr10	5031966	5060207
AKR1C3	chr10	5090981	5141606
AKR1C4	chr10	5237426	5260912
AKR1CL1	chr10	5202775	5227096
AKR1D1	chr7	137761213	137802732
AKR1E2	chr10	4828821	4879775
AKR7A2	chr1	19630459	19638640
AKR7A3	chr1	19609052	19615744
AKR7L	chr1	19592478	19600568
AKT1	chr14	105235686	105262088
AKT1S1	chr19	50372303	50381285
AKT2	chr19	40736224	40791302
AKT3	chr1	243651535	244006538
AKTIP	chr16	53524952	53537163
AL009178.1	chr6	168196210	168198927
AL020996.1	chr1	26145212	26147288
AL021546.6	chr12	120876001	120897809
AL021920.2	chr1	17060447	17060956
AL022328.1	chr22	50714103	50714350
AL031320.1	chr6	143759575	143764295
AL031590.1	chr22	39656865	39657063
AL031663.1	chr20	44095910	44107452
AL031663.2	chr20	44074071	44077220
AL031666.2	chr20	45947246	45949467
AL033381.1	chr6	1080164	1105181
AL035252.1	chr20	25207122	25207370
AL035406.1	chr1	6100630	6101399
AL035588.1	chr6	41653964	41654127
AL035681.1	chr22	41685388	41685686
AL049747.1	chr22	36023040	36031181
AL049829.1	chr14	23790839	23791484
AL049840.1	chr14	104177607	104179149
AL050302.1	chr21	14741931	14745386
AL050303.1	chr21	15051621	15053459
AL078585.1	chr6	163586446	163612840
AL079342.1	chr6	89674246	89676685
AL096677.1	chr20	23330015	23334066
AL109659.1	chr1	48569306	48569878
AL109927.1	chr1	28177085	28177255
AL117190.2	chr14	101295066	101295537
AL117190.3	chr14	101359265	101360646
AL118506.1	chr20	62585007	62585495
AL121761.2	chr20	19738296	19738679
AL121895.1	chr20	34756461	34758180
AL121901.1	chr20	31823091	31823387
AL121963.1	chr6	116442320	116443093
AL132989.1	chr14	58754751	58755865
AL133262.1	chr6	44400472	44400720
AL133318.1	chr13	41111138	41111323
AL133373.1	chr14	92038788	92041383
AL133481.1	chr10	81266126	81270678
AL135998.1	chr14	23286463	23291750
AL136115.1	chr1	32379174	32380745
AL136218.1	chr13	50007495	50020554
AL136376.1	chr1	116915890	116926718
AL136531.1	chr20	1316228	1317555
AL137002.1	chr13	113755563	113756608
AL137026.1	chr10	44873687	44878739
AL137798.1	chr1	16999498	17000007
AL138764.1	chr10	13350145	13350447
AL138815.1	chr13	26442061	26455095
AL138815.2	chr13	26452422	26452679
AL138847.1	chr1	63073437	63075249
AL139080.1	chr13	24322243	24323901
AL139099.1	chr14	50064193	50065882
AL139147.1	chr1	67131547	67142710
AL139333.1	chr6	83782692	83782854
AL158091.1	chr20	62474779	62475273
AL158147.2	chr9	4859120	4859260
AL160175.1	chr20	30309001	30309134
AL160274.1	chr9	35361056	35361262
AL160286.1	chr1	179443716	179457805
AL161450.1	chr9	5077163	5084580
AL161645.2	chr10	135341026	135342661
AL161784.1	chr9	124103625	124110410
AL161915.1	chr1	54569968	54571750
AL162389.1	chr9	110539471	110540419
AL162407.1	chr10	115674530	115676949
AL162424.1	chr9	125148344	125148928
AL162431.1	chr1	180941695	180949868
AL163636.6	chr14	21152746	21168735
AL353354.1	chr1	28527013	28527152
AL353354.2	chr1	28527070	28527419
AL353583.1	chr10	24770273	24770632
AL353608.1	chr9	70866135	70866572
AL353698.1	chrX	56100757	56102014
AL353791.1	chr9	40028620	40032417
AL354718.1	chr9	45441273	45441542
AL354808.2	chr13	20268547	20269240
AL354898.1	chr9	133274029	133282639
AL354993.1	chr20	52105495	52106164
AL355149.2	chr1	16865561	16866070
AL355390.1	chr13	74987094	74993252
AL355490.1	chr10	99179228	99185831
AL355531.2	chr10	131308884	131309525
AL356215.1	chr11	35150091	35150215
AL356356.1	chr1	150521897	150524367
AL357673.1	chr1	54635333	54637997
AL358113.1	chr9	71869331	71869642
AL358333.1	chr14	52436014	52436247
AL358813.2	chr1	149675978	149676609
AL359091.2	chr9	131062367	131064212
AL359195.1	chr10	82009466	82013395
AL359693.1	chr6	82262307	82262537
AL359736.1	chr13	24895264	24895566
AL359878.1	chr10	1017097	1034281
AL360004.1	chr9	132902889	132906498
AL360181.1	chr10	135192720	135193102
AL365202.1	chr9	3452305	3469181
AL390778.1	chr9	138150512	138151275
AL391152.1	chr14	57671888	57673291
AL391421.1	chr10	79626633	79629368
AL441883.1	chr6	13615728	13621126
AL445665.1	chr9	69650263	69660358
AL445989.1	chr13	64320934	64321323
AL450307.1	chr10	133604734	133622535
AL513478.1	chr9	43135095	43135514
AL583828.1	chr6	13469513	13486415
AL589739.1	chr1	2258581	2259042
AL589765.1	chr1	151682909	151702070
AL590235.1	chr4	3511523	3511678
AL590452.1	chr1	144989309	144991365
AL590483.1	chr1	244227632	244231211
AL590560.1	chr1	159879884	159880159
AL590708.2	chr9	130890612	130891481
AL590714.1	chr1	161190160	161192296
AL590822.1	chr1	2143360	2145620
AL590822.2	chr1	2121237	2123179
AL590867.1	chr6	153552455	153668623
AL591025.1	chr6	159047471	159049322
AL591479.1	chr9	70646589	70648956
AL591684.1	chr10	48255279	48279199
AL591806.1	chr1	161035655	161035943
AL592284.1	chr1	144339738	144521058
AL596220.1	chr1	186364123	186365908
AL603965.1	chr10	47746962	47770871
AL606500.1	chr1	154585067	154585190
AL626787.1	chr1	166026679	166028709
AL627171.1	chr14	50300810	50311552
AL627171.2	chr14	50291993	50293258
AL627309.1	chr1	134901	139379
AL645608.1	chr1	861264	866445
AL645608.2	chr1	818043	819983
AL645728.1	chr1	1510355	1511373
AL645730.2	chr1	50459990	50461874
AL645922.1	chr6	31973945	31974881
AL646016.1	chr1	240629183	240643504
AL669831.1	chr1	738532	739137
AL807752.1	chr9	139980807	139981121
AL929472.1	chr1	38292232	38293886
AL953854.2	chr9	47295879	47314322
ALAD	chr9	116148597	116163613
ALAS1	chr3	52232110	52248343
ALAS2	chrX	55035488	55057497
ALB	chr4	74269956	74287129
ALCAM	chr3	105085753	105295744
ALDH16A1	chr19	49956426	49974305
ALDH18A1	chr10	97365696	97416463
ALDH1A1	chr9	75538966	75695358
ALDH1A2	chr15	58306056	58766112
ALDH1A3	chr15	101419581	101456831
ALDH1B1	chr9	38392661	38398658
ALDH1L1	chr3	125822412	125900029
ALDH1L2	chr12	105413568	105478355
ALDH2	chr12	112204726	112247782
ALDH3A1	chr17	19641297	19651746
ALDH3A2	chr17	19551839	19580909
ALDH3B1	chr11	67776048	67796741
ALDH3B2	chr11	67429633	67448671
ALDH4A1	chr1	19197926	19229275
ALDH5A1	chr6	24495080	24537435
ALDH6A1	chr14	74523553	74551196
ALDH7A1	chr5	125877533	125931110
ALDH8A1	chr6	135238528	135271260
ALDH9A1	chr1	165631453	165668100
ALDOA	chr16	30064411	30081735
ALDOB	chr9	104182860	104198105
ALDOC	chr17	26900133	26904282
ALG1	chr16	5083961	5135391
ALG10	chr12	34175403	34182629
ALG10B	chr12	38710564	38717784
ALG11	chr13	52586534	52603793
ALG12	chr22	50293877	50312106
ALG13	chrX	110924346	111003873
ALG14	chr1	95439963	95538501
ALG1L	chr3	125648118	125655882
ALG2	chr9	101979649	101984238
ALG3	chr3	183960213	183967336
ALG5	chr13	37523912	37573504
ALG6	chr1	63833261	63904233
ALG8	chr11	77811988	77850706
ALG9	chr11	111657008	111742024
ALK	chr2	29415640	30144432
ALKBH1	chr14	78138747	78174363
ALKBH2	chr12	109525996	109531277
ALKBH3	chr11	43902389	43941762
ALKBH4	chr7	102096685	102105323
ALKBH5	chr17	18086392	18112712
ALKBH6	chr19	36500026	36505141
ALKBH7	chr19	6372444	6375040
ALKBH8	chr11	107373452	107436472
ALLC	chr2	3705785	3750261
ALMS1	chr2	73612886	73837046
ALOX12	chr17	6899384	6914055
ALOX12B	chr17	7975954	7991021
ALOX15	chr17	4534197	4545589
ALOX15B	chr17	7942335	7952452
ALOX5	chr10	45869675	45941561
ALOX5AP	chr13	31309645	31338556
ALOXE3	chr17	7999693	8022365
ALPI	chr2	233320833	233324742
ALPK1	chr4	113218499	113363762
ALPK2	chr18	56148479	56296189
ALPK3	chr15	85359911	85416713
ALPL	chr1	21835858	21904902
ALPP	chr2	233243244	233247599
ALPPL2	chr2	233271553	233275424
ALS2	chr2	202565277	202645912
ALS2CL	chr3	46710679	46735191
ALS2CR11	chr2	202352148	202483898
ALS2CR12	chr2	202153153	202222121
ALX1	chr12	85673885	85695562
ALX3	chr1	110602616	110613322
ALX4	chr11	44281994	44331716
ALYREF	chr17	79845713	79849462
AMACR	chr5	33986283	34008213
AMBN	chr4	71457973	71473005
AMBP	chr9	116822407	116840752
AMBRA1	chr11	46417964	46615571
AMD1	chr6	111195973	111216916
AMDHD1	chr12	96337071	96362370
AMDHD2	chr16	2570366	2581423
AMELX	chrX	11311533	11318881
AMELY	chrY	6733959	6742068
AMER1	chrX	63404997	63425624
AMER2	chr13	25735822	25746426
AMER3	chr2	131513864	131525707
AMFR	chr16	56395364	56459450
AMH	chr19	2249310	2252072
AMHR2	chr12	53817639	53825318
AMICA1	chr11	118064455	118095809
AMIGO1	chr1	110046797	110052304
AMIGO2	chr12	47469490	47473648
AMIGO3	chr3	49754277	49761349
AMMECR1	chrX	109439638	109683461
AMMECR1L	chr2	128619204	128643496
AMN	chr14	103388993	103397529
AMN1	chr12	31824071	31882108
AMOT	chrX	112017731	112084043
AMOTL1	chr11	94501508	94609918
AMOTL2	chr3	134074719	134094321
AMPD1	chr1	115215722	115238239
AMPD2	chr1	110162459	110174673
AMPD3	chr11	10339218	10500184
AMPH	chr7	38423305	38671167
AMT	chr3	49454212	49460186
AMTN	chr4	71384257	71398459
AMY1A	chr1	104198377	104207173
AMY1B	chr1	104230037	104239076
AMY1C	chr1	104293028	104301312
AMY2A	chr1	104159999	104168402
AMY2B	chr1	104097322	104122151
AMZ1	chr7	2719156	2756163
AMZ2	chr17	66243715	66253297
ANAPC1	chr2	112525217	112642267
ANAPC10	chr4	145916152	146019353
ANAPC11	chr17	79848666	79858131
ANAPC13	chr3	134196918	134205558
ANAPC15	chr11	71817424	71823750
ANAPC16	chr10	73975806	73995618
ANAPC2	chr9	140069236	140082989
ANAPC4	chr4	25378835	25420120
ANAPC5	chr12	121783802	121837699
ANAPC7	chr12	110810705	110841535
ANG	chr14	21152336	21162345
ANGEL1	chr14	77253588	77279283
ANGEL2	chr1	213165524	213189168
ANGPT1	chr8	108261721	108510283
ANGPT2	chr8	6357172	6420930
ANGPT4	chr20	853296	896960
ANGPTL1	chr1	178818840	178840187
ANGPTL2	chr9	129849611	129885162
ANGPTL3	chr1	63063158	63071830
ANGPTL4	chr19	8429035	8439257
ANGPTL5	chr11	101761405	101787253
ANGPTL6	chr19	10203017	10213472
ANGPTL7	chr1	11249398	11256038
ANHX	chr12	133794898	133812681
ANK1	chr8	41512843	41754280
ANK2	chr4	113739265	114304891
ANK3	chr10	61788159	62493248
ANKAR	chr2	190540711	190611370
ANKDD1A	chr15	65204101	65251042
ANKDD1B	chr5	74907284	74967671
ANKEF1	chr20	10015697	10037410
ANKFN1	chr17	54230871	54589020
ANKFY1	chr17	4067201	4167272
ANKH	chr5	14704913	14871887
ANKHD1	chr5	139781429	139929163
ANKHD1-EIF4EBP3	chr5	139781493	139929154
ANKIB1	chr7	91875548	92030698
ANKK1	chr11	113258513	113271140
ANKLE1	chr19	17392454	17398455
ANKLE2	chr12	133302254	133338474
ANKMY1	chr2	241418844	241500527
ANKMY2	chr7	16639401	16685442
ANKRA2	chr5	72848160	72861511
ANKRD1	chr10	92671853	92681033
ANKRD10	chr13	111530887	111567416
ANKRD11	chr16	89334038	89556969
ANKRD12	chr18	9136775	9285983
ANKRD13A	chr12	110437328	110477568
ANKRD13B	chr17	27920486	27941779
ANKRD13C	chr1	70726271	70820405
ANKRD13D	chr11	67056018	67069952
ANKRD16	chr10	5903580	5931861
ANKRD17	chr4	73939093	74124502
ANKRD18A	chr9	38571355	38620657
ANKRD18B	chr9	33524392	33572999
ANKRD2	chr10	99332198	99343616
ANKRD20A1	chr9	67926761	67969840
ANKRD20A2	chr9	42368303	42411410
ANKRD20A3	chr9	43089972	43133544
ANKRD20A4	chr9	69381812	69425560
ANKRD22	chr10	90581889	90611575
ANKRD23	chr2	97503649	97509771
ANKRD24	chr19	4183351	4224811
ANKRD26	chr10	27293227	27389421
ANKRD27	chr19	33087913	33166105
ANKRD28	chr3	15708743	15901278
ANKRD29	chr18	21178890	21242849
ANKRD30A	chr10	37414785	37673039
ANKRD30B	chr18	14748239	14852479
ANKRD30BL	chr2	132905480	132919528
ANKRD31	chr5	74364122	74532703
ANKRD32	chr5	93954052	94033326
ANKRD33	chr12	52281744	52285438
ANKRD33B	chr5	10564580	10650308
ANKRD34A	chr1	145470508	145475646
ANKRD34B	chr5	79852574	79866307
ANKRD34C	chr15	79575146	79590580
ANKRD35	chr1	145549230	145568526
ANKRD36	chr2	97779233	97930258
ANKRD36C	chr2	96516914	96657541
ANKRD37	chr4	186317638	186321395
ANKRD39	chr2	97513722	97523832
ANKRD40	chr17	48770551	48785285
ANKRD42	chr11	82904918	82967141
ANKRD44	chr2	197942536	198175511
ANKRD45	chr1	173578700	173639001
ANKRD46	chr8	101521980	101571970
ANKRD49	chr11	94226795	94232749
ANKRD50	chr4	125585207	125633887
ANKRD52	chr12	56631591	56652175
ANKRD53	chr2	71205510	71212626
ANKRD54	chr22	38227867	38245334
ANKRD55	chr5	55395507	55529186
ANKRD6	chr6	90142889	90343553
ANKRD60	chr20	56793551	56803709
ANKRD61	chr7	6071007	6076017
ANKRD62	chr18	12094059	12129746
ANKRD63	chr15	40573645	40574787
ANKRD65	chr1	1353800	1357149
ANKRD66	chr6	46714654	46727243
ANKRD7	chr7	117864712	117882785
ANKRD9	chr14	102973179	102976128
ANKS1A	chr6	34857042	35059179
ANKS1B	chr12	99129200	100378015
ANKS3	chr16	4746513	4784163
ANKS4B	chr16	21244986	21263750
ANKS6	chr9	101494278	101559247
ANKUB1	chr3	149478892	149510610
ANKZF1	chr2	220094479	220101391
ANLN	chr7	36429415	36493400
ANO1	chr11	69924408	70035634
ANO10	chr3	43407340	43663560
ANO2	chr12	5671817	6055398
ANO3	chr11	26210829	26682227
ANO4	chr12	101188585	101522419
ANO5	chr11	22214722	22304903
ANO6	chr12	45609803	45834187
ANO7	chr2	242127924	242164791
ANO8	chr19	17434032	17445638
ANO9	chr11	418263	442011
ANP32A	chr15	69070874	69113234
ANP32B	chr9	100745643	100778225
ANP32D	chr12	48866448	48866843
ANP32E	chr1	150190717	150208504
ANPEP	chr15	90328120	90358094
ANTXR1	chr2	69240310	69476459
ANTXR2	chr4	80822303	80994240
ANTXRL	chr10	47658234	47701443
ANXA1	chr9	75766673	75785309
ANXA10	chr4	169013666	169108841
ANXA11	chr10	81910645	81965328
ANXA13	chr8	124693035	124749647
ANXA2	chr15	60639333	60690185
ANXA2R	chr5	43039335	43043272
ANXA3	chr4	79472673	79531575
ANXA4	chr2	69969106	70053596
ANXA5	chr4	122589110	122618268
ANXA6	chr5	150480666	150537443
ANXA7	chr10	75134859	75173825
ANXA8	chr10	48255253	48271369
ANXA8L1	chr10	47157983	47174093
ANXA8L2	chr10	47746936	47763041
ANXA9	chr1	150954493	150968110
AOAH	chr7	36552557	36764154
AOC1	chr7	150521715	150558592
AOC2	chr17	40996617	41002724
AOC3	chr17	41003201	41010141
AOX1	chr2	201450591	201536214
AP000275.65	chr21	33951133	33984591
AP000295.9	chr21	34619079	34655517
AP000304.1	chr21	34947431	34947645
AP000304.12	chr21	34956993	35284635
AP000322.53	chr21	35791013	35796264
AP000322.54	chr21	35772615	35773370
AP000349.1	chr22	24124467	24126145
AP000350.10	chr22	24204375	24237410
AP000350.4	chr22	24236613	24241117
AP000679.2	chr11	120039685	120042387
AP000688.1	chr21	37402368	37417818
AP000695.1	chr21	37858165	37860058
AP000708.1	chr11	125365110	125369424
AP000721.4	chr11	63742092	63755818
AP000758.1	chr11	120329880	120330047
AP000769.1	chr11	65222728	65234028
AP000783.1	chr11	123301058	123306427
AP000867.1	chr11	71292956	71318487
AP000889.3	chr11	107462471	107463949
AP000974.1	chr11	85563600	85565986
AP001024.1	chr11	107650219	107652316
AP001024.2	chr11	107643129	107647344
AP001055.1	chr21	45587818	45593580
AP001094.1	chr18	8336437	8337038
AP001350.1	chr11	58378589	58378759
AP001362.1	chr11	65358665	65359947
AP001421.1	chr21	38888740	38888973
AP001468.1	chr21	47612391	47613673
AP001579.1	chr21	46492796	46492927
AP001631.10	chr21	44579176	44582387
AP001652.1	chr11	58672897	58676071
AP001816.1	chr4	102268937	102270040
AP001885.1	chr11	66963391	66964638
AP001888.1	chr11	69587254	69587718
AP001925.1	chr11	108130255	108136480
AP002348.1	chr11	120382511	120385732
AP002353.1	chr11	107582998	107595135
AP002884.2	chr11	112130988	112132117
AP002884.3	chr11	112041253	112071394
AP002956.1	chr11	119027590	119027930
AP003041.2	chr11	129936836	129944012
AP003062.1	chr11	134855246	134856693
AP003068.23	chr11	64947700	64949305
AP003068.6	chr11	64855959	64856847
AP003733.1	chr11	61735453	61736755
AP003774.4	chr11	64216546	64219126
AP005482.1	chr18	12658192	12658892
AP006621.5	chr11	777582	784180
AP1AR	chr4	113152893	113191203
AP1B1	chr22	29724810	29819168
AP1G1	chr16	71762913	71843104
AP1G2	chr14	24028774	24037279
AP1M1	chr19	16308389	16346160
AP1M2	chr19	10683347	10697991
AP1S1	chr7	100797678	100804558
AP1S2	chrX	15843929	15873054
AP1S3	chr2	224616403	224702319
AP2A1	chr19	50270225	50310369
AP2A2	chr11	925881	1012239
AP2B1	chr17	33913918	34053436
AP2M1	chr3	183892477	183901879
AP2S1	chr19	47341424	47354249
AP3B1	chr5	77296349	77590579
AP3B2	chr15	83328033	83378666
AP3D1	chr19	2100995	2151565
AP3M1	chr10	75881524	75910821
AP3M2	chr8	42010464	42028701
AP3S1	chr5	115177178	115249778
AP3S2	chr15	90373831	90437574
AP4B1	chr1	114437370	114447692
AP4E1	chr15	51200870	51298097
AP4M1	chr7	99699287	99707942
AP4S1	chr14	31494672	31562818
AP5B1	chr11	65543364	65548273
AP5M1	chr14	57735627	57756797
AP5S1	chr20	3801178	3805949
AP5Z1	chr7	4815253	4831399
APAF1	chr12	99039078	99129204
APBA1	chr9	72042446	72287222
APBA2	chr15	29129629	29409920
APBA3	chr19	3750878	3761697
APBB1	chr11	6416355	6440644
APBB1IP	chr10	26727132	26856732
APBB2	chr4	40812044	41216635
APBB3	chr5	139937857	139944274
APC	chr5	112043218	112181936
APC2	chr19	1450148	1473243
APCDD1	chr18	10454625	10489945
APCDD1L	chr20	57034157	57089994
APCS	chr1	159557615	159558655
APEH	chr3	49711435	49721396
APEX1	chr14	20923350	20925927
APEX2	chrX	55026790	55035490
APH1A	chr1	150237806	150241703
APH1B	chr15	63569753	63601325
API5	chr11	43333553	43366079
APIP	chr11	34896736	34937883
APITD1	chr1	10490159	10512210
APITD1-CORT	chr1	10490159	10512210
APLF	chr2	68694693	68807294
APLN	chrX	128779240	128788933
APLNR	chr11	57001067	57004675
APLP1	chr19	36358801	36370428
APLP2	chr11	129939801	130014699
APMAP	chr20	24943561	24973615
APOA1	chr11	116706467	116708666
APOA1BP	chr1	156561554	156564091
APOA2	chr1	161192082	161193421
APOA4	chr11	116691419	116694022
APOA5	chr11	116660089	116663136
APOB	chr2	21224301	21266945
APOBEC1	chr12	7801996	7818489
APOBEC2	chr6	41021043	41032250
APOBEC3A	chr22	39348756	39359188
APOBEC3B	chr22	39378404	39388809
APOBEC3C	chr22	39410088	39416357
APOBEC3D	chr22	39410368	39428321
APOBEC3F	chr22	39436609	39449915
APOBEC3G	chr22	39436924	39483735
APOBEC3H	chr22	39493229	39500072
APOBEC4	chr1	183615541	183622448
APOBR	chr16	28505970	28510291
APOC1	chr19	45417504	45422599
APOC2	chr19	45449243	45452814
APOC3	chr11	116700608	116703788
APOC4	chr19	45445495	45452820
APOC4-APOC2	chr19	45445513	45452627
APOD	chr3	195295573	195311076
APOE	chr19	45409011	45412650
APOF	chr12	56754353	56756607
APOH	chr17	64216732	64252643
APOL1	chr22	36649056	36663571
APOL2	chr22	36622256	36636000
APOL3	chr22	36536372	36562225
APOL4	chr22	36585177	36600879
APOL5	chr22	36113919	36125530
APOL6	chr22	36044442	36064456
APOLD1	chr12	12878865	12944316
APOM	chr6	31620194	31625987
APOO	chrX	23851470	23926051
APOOL	chrX	84258832	84343069
APOPT1	chr14	104029299	104058524
APP	chr21	27252862	27543138
APPBP2	chr17	58520520	58603580
APPL1	chr3	57261765	57307496
APPL2	chr12	105567074	105630016
APRT	chr16	88875747	88878352
APTX	chr9	32972604	33001626
AQP1	chr7	30893010	30963427
AQP10	chr1	154293592	154297801
AQP11	chr11	77300680	77321400
AQP12A	chr2	241631262	241637900
AQP12B	chr2	241615855	241622317
AQP2	chr12	50344529	50352664
AQP3	chr9	33441152	33447609
AQP4	chr18	24432002	24445782
AQP5	chr12	50355653	50359464
AQP6	chr12	50361022	50369478
AQP7	chr9	33384765	33402512
AQP8	chr16	25227052	25240253
AQP9	chr15	58430395	58478110
AQPEP	chr5	115298191	115363299
AQR	chr15	35147732	35262040
AR	chrX	66764465	66950461
ARAF	chrX	47420516	47431299
ARAP1	chr11	72396114	72504644
ARAP2	chr4	36067620	36246131
ARAP3	chr5	141032968	141061788
ARC	chr8	143692405	143696833
ARCN1	chr11	118443151	118473748
AREG	chr4	75310851	75320726
