geneid	chr	left	right	source
AC006014.3-201	chr7	74859596	74862622	protein_coding
AC006014.3-202	chr7	74811170	74826198	protein_coding
AC006014.3-203	chr7	74804292	74812542	protein_coding
AC006015.5	chr7	62654411	62660526	pseudogene
AC006017.2	chr7	151456985	151457708	scRNA_pseudogene
AC006019.2	chr7	153389490	153390028	pseudogene
AC006024.1	chr7	48934703	48936158	pseudogene
AC006026.2	chr7	23643291	23644794	protein_coding
AC006028.11	chr7	2841781	2842182	processed_pseudogene
AC006033.2	chr7	38266214	38271804	IG_J_gene
AC006035.2	chr7	16097683	16427472	protein_coding
AC006042.8	chr7	7986468	7988384	processed_pseudogene
AC006045.3	chr7	14991528	14992224	processed_pseudogene
AC006050.3	chr17	25918527	25922689	processed_pseudogene
AC006058.1	chr3	44087610	44087679	snRNA_pseudogene
AC006059.3	chr3	42692695	42692987	scRNA_pseudogene
AC006065.3	chr12	125634148	125634197	Mt_tRNA_pseudogene
AC006070.11	chr17	36622484	36623015	unprocessed_pseudogene
AC006070.12	chr17	36596722	36596914	unprocessed_pseudogene
AC006070.13	chr17	36690382	36690588	unprocessed_pseudogene
AC006070.14	chr17	36711604	36712629	protein_coding
AC006070.6	chr17	36675117	36676419	protein_coding
AC006070.7	chr17	36681089	36681613	unprocessed_pseudogene
AC006070.8	chr17	36685437	36686475	protein_coding
AC006111.4	chr16	3665474	3665975	scRNA_pseudogene
AC006116.1	chr19	61520321	61520850	pseudogene
AC006120.1	chr17	61694323	61694411	rRNA_pseudogene
AC006122.24	chr12	4303799	4304238	pseudogene
AC006124.2	chr19	404134	404239	rRNA_pseudogene
AC006132.1	chr19	50846608	50846901	scRNA_pseudogene
AC006146.2	chr14	73252481	73252713	pseudogene
AC006150.2	chr7	14781556	14781673	miRNA
AC006160.9	chr4	17139658	17139761	snoRNA_pseudogene
AC006207.5	chr12	3818729	3820060	pseudogene
AC006226.4	chr4	12944136	12949024	protein_coding
AC006230.11	chr4	11024771	11024882	rRNA_pseudogene
AC006238.1	chr18	9820327	9820624	scRNA_pseudogene
AC006271.2	chr19	9207135	9207812	protein_coding
AC006273.1	chr19	763518	772952	protein_coding
AC006276.1	chr19	48776594	48778085	protein_coding
AC006293.1	chr19	59912198	59916546	unprocessed_pseudogene
AC006299.1	chr11	22800176	22807958	protein_coding
AC006315.2	chr7	145744368	145744578	scRNA_pseudogene
AC006320.4	chr7	52304635	52304749	snoRNA_pseudogene
AC006322.2	chr7	83386854	83386955	miRNA
AC006323.3	chr7	148112330	148112418	rRNA_pseudogene
AC006326.2	chr7	116691152	116691684	processed_pseudogene
AC006326.3	chr7	116690105	116692189	processed_pseudogene
AC006326.4	chr7	116690815	116691132	processed_pseudogene
AC006326.5	chr7	116691683	116691820	processed_pseudogene
AC006329.5	chr7	100717337	100719776	protein_coding
AC006349.3	chr14	73710912	73711209	scRNA_pseudogene
AC006357.5-201	chr7	156447931	156448444	protein_coding
AC006357.5-202	chr7	156496361	156501880	protein_coding
AC006368.2	chr2	229753732	229753910	rRNA_pseudogene
AC006372.2	chr7	157011238	157012780	retrotransposed
AC006375.4	chr2	229809400	229809568	snRNA_pseudogene
AC006377.3	chr7	31800387	31800484	miRNA
AC006380.2	chr7	31323137	31323263	miRNA
AC006385.3	chr2	210294897	210294989	rRNA_pseudogene
AC006432.15-201	chr12	9614685	9620128	protein_coding
AC006432.15-202	chr12	9563025	9598618	protein_coding
AC006435.7	chr17	2255606	2266129	protein_coding
AC006445.11	chr4	13152908	13152991	miRNA
AC006452.5	chr7	139992132	139992395	miRNA
AC006455.2	chr7	62389140	62401869	pseudogene
AC006465.2	chr7	7915458	7916372	pseudogene
AC006465.3	chr7	7778517	7885379	protein_coding
AC006477.4	chr7	102176711	102236523	protein_coding
AC006478.2	chr7	51751877	51752120	scRNA_pseudogene
AC006479.2	chr7	150075080	150075746	pseudogene
AC006480.3	chr7	66389963	66404852	pseudogene
AC006483.3	chr7	5658570	5697435	protein_coding
AC006483.5	chr7	5566900	5567212	processed_pseudogene
AC006486.1	chr19	47438767	47440965	protein_coding
AC006509.4	chr2	47786111	47786622	processed_pseudogene
AC006509.7	chr2	47811952	47812735	processed_pseudogene
AC006509.8	chr2	47878469	47878734	processed_pseudogene
AC006511.5	chr12	8126105	8141616	retrotransposed
AC006517.46	chr12	7809079	7817984	protein_coding
AC006534.10	chr17	63211328	63211868	pseudogene
AC006539.1	chr19	20052008	20052348	pseudogene
AC006547.9	chr22	18496305	18496413	snoRNA_pseudogene
AC006548.19	chr22	15758335	15758436	processed_pseudogene
AC006548.20	chr22	15765114	15765586	processed_pseudogene
AC006548.22	chr22	15775169	15775892	pseudogene
AC006557.2	chr18	14142998	14143075	protein_coding
AC006559.6	chr12	21460826	21460916	miRNA
AC006572.2	chr4	137495733	137496938	pseudogene
AC006926.1	chr7	117889789	117889884	miRNA
AC006927.27	chr12	7671570	7671637	Mt_tRNA_pseudogene
AC006946.12	chr22	15954505	15954686	processed_pseudogene
AC006946.20	chr22	16020283	16020655	pseudogene
AC006947.2	chr17	62064851	62064950	snRNA_pseudogene
AC006953.1	chr19	48856482	48856768	scRNA_pseudogene
AC006960.1	chr7	36330284	36396259	protein_coding
AC006970.6	chr7	56149869	56151584	protein_coding
AC006971.2	chr7	54968636	54973371	protein_coding
AC006979.2	chr7	121163733	121164001	snRNA_pseudogene
AC006988.3	chr7	88107771	88107877	miRNA
AC006995.5-201	chr7	72147954	72157704	protein_coding
AC006995.5-202	chr7	72156442	72164511	protein_coding
AC006995.5-203	chr7	72294838	72332082	pseudogene
AC007000.2-201	chr7	76520018	76525130	protein_coding
AC007000.2-202	chr7	76582652	76583448	pseudogene
AC007000.2-203	chr7	76551138	76589380	protein_coding
AC007006.3	chr2	59684235	59684463	rRNA_pseudogene
AC007016.5	chr4	15103445	15103579	retrotransposed
AC007038.6	chr2	210402198	210543283	protein_coding
AC007040.2	chr2	71046209	71046505	scRNA_pseudogene
AC007041.2	chr2	20303134	20304288	processed_pseudogene
AC007050.11	chr22	19337017	19339037	processed_pseudogene
AC007050.13	chr22	19374319	19375692	protein_coding
AC007050.14	chr22	19382250	19383222	unprocessed_pseudogene
AC007050.18	chr22	19271783	19276505	unprocessed_pseudogene
AC007056.4	chr14	77956633	77956695	protein_coding
AC007064.21	chr22	15698412	15698556	processed_pseudogene
AC007064.22	chr22	15716694	15717052	processed_pseudogene
AC007064.23	chr22	15718509	15721608	pseudogene
AC007064.25	chr22	15737442	15737792	processed_pseudogene
AC007064.26	chr22	15737108	15737311	processed_pseudogene
AC007064.27	chr22	15688441	15690106	unprocessed_pseudogene
AC007068.17	chr12	9713576	9743306	protein_coding
AC007095.2	chr7	20588220	20589354	processed_pseudogene
AC007096.3	chr7	29094315	29094455	miRNA
AC007100.3	chr2	59775401	59775490	rRNA_pseudogene
AC007114.8	chr17	52477838	52479154	pseudogene
AC007130.2	chr7	27534887	27535196	pseudogene
AC007131.4	chr2	59298347	59360039	protein_coding
AC007160.3	chr14	72466073	72466391	pseudogene
AC007161.5	chr7	7748247	7748691	processed_pseudogene
AC007163.3	chr2	201255742	201257138	protein_coding
AC007189.6	chr2	48995905	48997230	pseudogene
AC007191.1	chr19	50906323	50906933	pseudogene
AC007216.2	chr16	11865978	11866172	pseudogene
AC007221.2	chr16	9601447	9601542	rRNA_pseudogene
AC007224.5	chr16	8684613	8684909	scRNA_pseudogene
AC007225.2	chr16	45434041	45435998	pseudogene
AC007239.3	chr2	102626678	102626773	scRNA_pseudogene
AC007242.3	chr2	202414097	202414198	miRNA
AC007245.3	chr7	38373712	38374181	IG_V_gene
AC007248.4	chr2	102232746	102233153	pseudogene
AC007249.3	chr2	10511446	10513129	protein_coding
AC007250.2	chr2	58332079	58333164	retrotransposed
AC007253.1	chr2	40009754	40010642	processed_pseudogene
AC007255.4	chr7	29557693	29558282	pseudogene
AC007256.5	chr2	201984645	201985455	pseudogene
AC007272.3	chr2	201670712	201671059	snRNA_pseudogene
AC007276.3	chr7	29647515	29647868	pseudogene
AC007277.2	chr2	171214273	171260130	protein_coding
AC007279.4	chr2	202219684	202219789	snRNA_pseudogene
AC007282.4	chr2	202122455	202122526	Mt_tRNA_pseudogene
AC007283.3	chr2	201742307	201744647	retrotransposed
AC007285.3	chr7	29999298	29999382	miRNA
AC007318.4	chr2	65285641	65286900	protein_coding
AC007319.2	chr2	188001309	188021118	protein_coding
AC007321.2	chr7	12246164	12246555	pseudogene
AC007333.8	chr16	50846864	50846962	miRNA
AC007339.8	chr16	48270632	48270713	miRNA
AC007342.6	chr16	52034679	52034745	snRNA_pseudogene
AC007346.6	chr16	51526225	51527050	pseudogene
AC007349.1	chr7	36825089	36825823	pseudogene
AC007353.5	chr16	34368364	34368465	miRNA
AC007358.2	chr2	202526225	202526304	miRNA
AC007362.4	chr2	206351029	206351417	pseudogene
AC007364.3	chr2	150332266	150423951	protein_coding
AC007380.3	chr2	75499481	75499583	snoRNA_pseudogene
AC007382.3	chr2	36948045	36948146	snRNA_pseudogene
AC007383.4	chr2	206833050	206833195	snRNA_pseudogene
AC007384.3	chr7	104339604	104339820	rRNA_pseudogene
AC007386.3	chr2	64987501	64987776	scRNA_pseudogene
AC007387.4	chr2	74762068	74762295	protein_coding
AC007388.4	chr2	39568835	39569088	scRNA_pseudogene
AC007389.7	chr2	65517368	65563784	protein_coding
AC007390.4	chr2	37275029	37275384	processed_pseudogene
AC007390.5	chr2	37277135	37294372	protein_coding
AC007391.3	chr2	37516161	37516253	snRNA_pseudogene
AC007395.3	chr2	70883797	70884066	retrotransposed
AC007401.2	chr2	36612452	36632915	protein_coding
AC007401.4	chr2	36670747	36670901	pseudogene
AC007402.3	chr2	51515764	51515860	miRNA
AC007405.6-201	chr2	171316467	171317808	protein_coding
AC007405.6-202	chr2	171335438	171363723	protein_coding
AC007405.6-203	chr2	171347923	171348024	scRNA_pseudogene
AC007405.6-204	chr2	171277207	171279323	protein_coding
AC007421.12	chr17	7465182	7465250	tRNA_pseudogene
AC007431.1	chr17	53176841	53177672	protein_coding
AC007431.8	chr17	53050468	53050740	scRNA_pseudogene
AC007436.1	chr12	9071390	9072952	pseudogene
AC007437.16	chr12	96121200	96121266	snoRNA_pseudogene
AC007444.1	chr7	37175810	37175908	snoRNA_pseudogene
AC007448.14	chr17	62651306	62651616	pseudogene
AC007450.1	chr12	11586124	11586246	miRNA
AC007455.9	chr17	36414259	36414538	unprocessed_pseudogene
AC007461.8	chr17	67546359	67546975	protein_coding
AC007465.4	chr2	205927200	205927270	tRNA_pseudogene
AC007493.7	chr16	48943602	48943704	snoRNA_pseudogene
AC007510.6	chr17	11085305	11402346	protein_coding
AC007528.5	chr12	16453456	16453532	miRNA
AC007537.3	chr12	12155364	12155689	pseudogene
AC007546.6-201	chr12	108963366	108989883	protein_coding
AC007546.6-202	chr12	108973170	108995806	protein_coding
AC007547.26	chr3	183066827	183067636	scRNA_pseudogene
AC007551.1	chr7	35853181	35853561	retrotransposed
AC007552.4	chr12	16557598	16558871	pseudogene
AC007560.1	chr2	50910084	50910320	processed_pseudogene
AC007564.10	chr12	95818609	95820607	pseudogene
AC007568.1	chr7	117310149	117310965	processed_pseudogene
AC007595.9	chr16	10722853	10722923	Mt_tRNA_pseudogene
AC007599.6	chr16	46096131	46096800	rRNA_pseudogene
AC007601.7	chr16	12088110	12091660	protein_coding
AC007608.7	chr16	49197488	49205096	protein_coding
AC007611.5	chr16	47249794	47249895	miRNA
AC007614.7	chr16	47940980	47941501	protein_coding
AC007618.3	chr12	2639363	2640407	processed_pseudogene
AC007620.30	chr3	180664828	180665801	pseudogene
AC007623.33	chr12	108542430	108542519	rRNA_pseudogene
AC007638.8	chr17	50758835	50758937	pseudogene
AC007649.12	chr12	106189230	106189301	rRNA_pseudogene
AC007663.29	chr22	18674046	18676915	protein_coding
AC007682.3	chr2	51041881	51041979	miRNA
AC007683.5	chr7	102594819	102702377	pseudogene
AC007686.5	chr14	76504779	76505242	pseudogene
AC007687.17	chr3	181005294	181005703	rRNA_pseudogene
AC007688.15	chr12	13044079	13046444	protein_coding
AC007690.12	chr3	188133085	188133496	pseudogene
AC007722.9	chr17	39841953	39842252	scRNA_pseudogene
AC007731.16-201	chr22	19022622	19046647	protein_coding
AC007731.16-202	chr22	19166222	19166500	scRNA_pseudogene
AC007731.16-203	chr22	19134521	19136111	pseudogene
AC007731.16-204	chr22	19044640	19046114	protein_coding
AC007751.3	chr8	104746699	104746797	snoRNA_pseudogene
AC007785.1	chr19	51202142	51202628	pseudogene
AC007786.1	chr19	34415837	34416132	scRNA_pseudogene
AC007834.40	chr12	108788409	108788697	scRNA_pseudogene
AC007842.1	chr19	45140401	45141507	pseudogene
AC007848.11	chr12	5346171	5346650	protein_coding
AC007849.24	chr3	170909777	170910252	pseudogene
AC007880.2	chr2	64898016	64898307	scRNA_pseudogene
AC007881.4	chr2	71118444	71118756	protein_coding
AC007883.3	chr2	53903431	53903563	scRNA_pseudogene
AC007899.3	chr2	37229177	37229951	processed_pseudogene
AC007919.18	chr3	173903608	173903708	snRNA_pseudogene
AC007920.18	chr3	188397572	188408111	protein_coding
AC007938.1	chr7	129933404	129935887	protein_coding
AC007952.15-201	chr17	18976757	19003214	protein_coding
AC007952.15-202	chr17	18999765	19002912	protein_coding
AC007952.15-203	chr17	18982173	18983727	protein_coding
AC007952.15-204	chr17	18878895	18880449	protein_coding
AC007952.3	chr17	18926450	18929231	processed_pseudogene
AC007952.4	chr17	19010934	19013706	processed_pseudogene
AC007952.5	chr17	18937249	18940399	protein_coding
AC007956.5	chr14	74219747	74249554	protein_coding
AC007963.1	chr17	19955729	19956895	processed_pseudogene
AC007964.3	chr7	53690696	53847118	protein_coding
AC007970.3	chr2	211078202	211078294	miRNA
AC007992.12	chr8	97150133	97151085	pseudogene
AC008012.8	chr12	4467195	4517898	protein_coding
AC008013.8-201	chr12	31158727	31250355	protein_coding
AC008013.8-202	chr12	31039974	31040804	pseudogene
AC008013.8-203	chr12	31155860	31167847	protein_coding
AC008021.10	chr18	70134090	70177398	protein_coding
AC008045.5	chr14	78153962	78154071	miRNA
AC008050.6	chr14	76030965	76031590	pseudogene
AC008060.7	chr7	154867532	154881812	protein_coding
AC008065.1	chr2	171939687	171940034	processed_pseudogene
AC008068.4	chr2	53920380	53920470	snoRNA_pseudogene
AC008069.2	chr2	16898568	16900032	processed_pseudogene
AC008069.3	chr2	16899667	16899756	miRNA
AC008070.4	chr2	159011924	159012219	scRNA_pseudogene
AC008073.5	chr2	24143963	24152818	protein_coding
AC008073.6	chr2	24199854	24246010	protein_coding
AC008073.8	chr2	24200740	24267004	protein_coding
AC008074.1	chr2	64535159	64542013	protein_coding
AC008074.3	chr2	64659531	64659614	snRNA_pseudogene
AC008080.1	chr7	33732118	33734590	protein_coding
AC008083.23	chr12	46021658	46022139	pseudogene
AC008088.8	chr17	20165137	20206205	protein_coding
AC008103.29	chr22	17224645	17227474	protein_coding
AC008114.25	chr12	14547864	14612058	protein_coding
AC008121.43	chr12	49634049	49641193	protein_coding
AC008127.11	chr12	43743705	43744085	retrotransposed
AC008128.19	chr12	94590212	94590975	pseudogene
AC008132.12	chr22	17201207	17201951	processed_pseudogene
AC008132.13	chr22	17214324	17219322	protein_coding
AC008132.35	chr22	17101540	17117940	protein_coding
AC008147.31	chr12	48970244	48970340	pseudogene
AC008154.6	chr7	133722299	133722391	miRNA
AC008155.10	chr7	137738379	137739808	pseudogene
AC008173.1	chr2	56830939	56831202	processed_pseudogene
AC008174.2-201	chr2	186367590	186373390	protein_coding
AC008174.2-202	chr2	186378006	186406259	protein_coding
AC008176.2	chr7	23727455	23727926	processed_pseudogene
AC008245.6	chr18	60187790	60187913	snRNA_pseudogene
AC008267.6-201	chr7	65607600	65607899	protein_coding
AC008267.6-202	chr7	65608016	65608388	pseudogene
AC008267.6-203	chr7	65478479	65502830	protein_coding
AC008267.6-204	chr7	65497610	65497708	snRNA_pseudogene
AC008279.3	chr2	214853604	214854421	pseudogene
AC008280.1	chr2	54110193	54111323	processed_pseudogene
AC008280.2	chr2	54131975	54132401	processed_pseudogene
AC008379.7	chr5	154078137	154078442	scRNA_pseudogene
AC008383.8	chr5	143500637	143500874	scRNA_pseudogene
AC008394.3	chr5	86549512	86549925	retrotransposed
AC008397.7	chr19	18305086	18305383	scRNA_pseudogene
AC008410.6	chr5	154384467	154384553	miRNA
AC008412.8	chr5	172563638	172563701	scRNA_pseudogene
AC008413.7	chr5	174278691	174355340	protein_coding
AC008415.6	chr5	164969024	164969261	snRNA_pseudogene
AC008426.4	chr5	129338483	129338562	snRNA_pseudogene
AC008427.9	chr5	149302045	149302228	scRNA_pseudogene
AC008429.6	chr5	172314763	172318986	protein_coding
AC008434.5	chr5	79983640	79983710	Mt_tRNA_pseudogene
AC008449.6	chr5	169223855	169340322	protein_coding
AC008459.7	chr5	66673667	66673773	misc_RNA_pseudogene
AC008472.8	chr5	149903356	149903441	snoRNA_pseudogene
AC008474.9	chr19	37837423	37837691	scRNA_pseudogene
AC008481.9	chr19	11493783	11494313	scRNA_pseudogene
AC008500.7	chr5	92628800	92630049	pseudogene
AC008507.11	chr19	35220170	35220937	pseudogene
AC008514.8	chr5	170226417	170226726	miRNA
AC008521.5	chr19	38234149	38234218	snoRNA_pseudogene
AC008537.5-201	chr19	46088571	46098253	protein_coding
AC008537.5-202	chr19	46106322	46107748	protein_coding
AC008539.6	chr5	86163392	86163511	miRNA
AC008541.6	chr5	123018501	123018910	rRNA_pseudogene
AC008543.9	chr19	11637884	11638845	pseudogene
AC008555.5	chr19	40034895	40035364	miRNA
AC008556.5	chr19	39110149	39110370	scRNA_pseudogene
AC008560.6	chr5	64930900	64930973	snoRNA_pseudogene
AC008562.5	chr5	165142383	165142674	pseudogene
AC008565.6	chr5	120394780	120394850	Mt_tRNA_pseudogene
AC008581.11	chr5	76469548	76469657	miRNA
AC008586.6	chr5	107174226	107174480	snRNA_pseudogene
AC008592.4	chr5	95334501	95334807	pseudogene
AC008614.6	chr5	138585347	138585425	snRNA_pseudogene
AC008620.12	chr5	180458746	180460265	pseudogene
AC008623.4	chr19	51085125	51097702	protein_coding
AC008625.5	chr5	153751595	153751982	miRNA
AC008629.7	chr5	118337159	118337724	protein_coding
AC008635.6	chr19	51931410	51931515	miRNA
AC008659.5	chr5	177737531	177737827	scRNA_pseudogene
AC008660.5	chr5	169500723	169501529	retrotransposed
AC008670.6	chr5	134290049	134290119	Mt_tRNA_pseudogene
AC008671.6	chr5	171656129	171657985	miRNA
AC008676.6-201	chr5	156819605	156834307	protein_coding
AC008676.6-202	chr5	156736388	156744170	protein_coding
AC008677.5	chr5	157346111	157347242	pseudogene
AC008686.8-201	chr19	13736337	13746096	protein_coding
AC008686.8-202	chr19	13751884	13761972	protein_coding
AC008687.5	chr19	54220531	54221305	pseudogene
AC008694.6	chr5	156939085	156939184	snRNA_pseudogene
AC008695.9	chr5	131023152	131023459	pseudogene
AC008705.6	chr5	167392673	167392787	snoRNA_pseudogene
AC008716.7	chr5	143881888	143882744	pseudogene
AC008728.7	chr5	146016157	146016441	rRNA_pseudogene
AC008734.7	chr19	8820521	8880340	protein_coding
AC008735.9-201	chr19	60691676	60722174	protein_coding
AC008735.9-202	chr19	60732912	60739473	protein_coding
AC008737.11	chr19	16881602	16881825	scRNA_pseudogene
AC008738.7	chr19	38485902	38486371	pseudogene
AC008739.5	chr19	20935754	20938016	pseudogene
AC008740.7-201	chr16	21321106	21365985	protein_coding
AC008740.7-202	chr16	21219671	21237413	protein_coding
AC008740.7-203	chr16	21368420	21377366	protein_coding
AC008743.9	chr19	55706673	55709759	protein_coding
AC008745.7	chr19	52989535	52989971	pseudogene
AC008746.10	chr19	59582905	59583376	processed_pseudogene
AC008746.5	chr19	59649820	59650037	processed_pseudogene
AC008746.9	chr19	59724718	59725026	unprocessed_pseudogene
AC008747.5	chr19	39743533	39743641	miRNA
AC008749.6	chr19	60964979	60966353	snRNA_pseudogene
AC008751.7	chr19	63273150	63273468	scRNA_pseudogene
AC008752.6	chr19	9792204	9792281	miRNA
AC008753.1	chr19	58963037	58963619	processed_pseudogene
